SaleDate,CustomerType,Area,Category,SaleAmount,SaleYear
09/07/16,Consumer,Mid-Town,Materials,95.01,2016
09/07/16,Consumer,Mid-Town,Materials,22.27,2016
09/07/16,Home Builder,Mid-Town,Materials,108.02,2016
09/07/16,Consumer,East,Materials,9.94,2016
09/07/16,Consumer,South,Materials,23.57,2016
09/07/16,Consumer,South,Materials,86.13,2016
09/07/16,Consumer,South,Materials,10.35,2016
09/07/16,Home Builder,Mid-Town,Materials,62.84,2016
09/07/16,Home Builder,Mid-Town,Materials,28.67,2016
09/07/16,Consumer,West,Materials,96.20,2016
09/07/16,Consumer,West,Materials,11.96,2016
09/07/16,Consumer,West,Materials,4.62,2016
09/07/16,Contractor,Mid-Town,Materials,27.73,2016
09/07/16,Contractor,Mid-Town,Materials,15.97,2016
09/07/16,Contractor,Mid-Town,Materials,10.89,2016
09/07/16,Consumer,East,Materials,192.18,2016
09/07/16,Consumer,Mid-Town,Materials,96.26,2016
09/07/16,Consumer,South,Materials,25.81,2016
09/07/16,Home Builder,Mid-Town,Materials,9.37,2016
09/07/16,Consumer,East,Materials,9.31,2016
09/07/16,Consumer,East,Materials,9.48,2016
09/07/16,Consumer,East,Materials,8.08,2016
09/07/16,Contractor,East,Tools,82.88,2016
09/07/16,Consumer,Mid-Town,Tools,12.59,2016
09/07/16,Consumer,Mid-Town,Tools,259.95,2016
09/07/16,Contractor,Mid-Town,Tools,348.08,2016
09/07/16,Consumer,South,Tools,1652.96,2016
09/07/16,Consumer,East,Tools,86.10,2016
09/07/16,Contractor,Mid-Town,Tools,21.84,2016
09/07/16,Consumer,East,Tools,58.83,2016
09/07/16,Consumer,East,Tools,74.81,2016
09/07/16,Consumer,East,Tools,887.51,2016
09/08/16,Consumer,East,Materials,31.91,2016
09/08/16,Contractor,Mid-Town,Appliances,329.79,2016
09/08/16,Contractor,Mid-Town,Materials,77.96,2016
09/08/16,Consumer,South,Materials,95.97,2016
09/08/16,Consumer,South,Materials,3.27,2016
09/08/16,Consumer,Mid-Town,Materials,11.00,2016
09/08/16,Contractor,Mid-Town,Materials,42.16,2016
09/08/16,Consumer,East,Tools,722.43,2016
09/10/16,Consumer,Mid-Town,Materials,57.66,2016
09/10/16,Contractor,Mid-Town,Materials,64.16,2016
09/10/16,Consumer,South,Materials,35.38,2016
09/10/16,Consumer,Mid-Town,Materials,36.05,2016
09/10/16,Consumer,Mid-Town,Materials,131.19,2016
09/10/16,Home Builder,West,Materials,33.14,2016
09/10/16,Home Builder,West,Materials,67.42,2016
09/10/16,Home Builder,East,Electrical,14.78,2016
09/10/16,Home Builder,East,Materials,222.00,2016
09/10/16,Contractor,Mid-Town,Materials,70.49,2016
09/10/16,Consumer,South,Materials,64.94,2016
09/10/16,Consumer,West,Materials,32.10,2016
09/10/16,Consumer,West,Materials,14.93,2016
09/10/16,Consumer,West,Materials,34.47,2016
09/10/16,Consumer,West,Materials,269.59,2016
09/10/16,Consumer,Mid-Town,Tools,2396.34,2016
09/10/16,Home Builder,East,Tools,179.16,2016
09/10/16,Consumer,Mid-Town,Tools,14.28,2016
09/10/16,Consumer,Mid-Town,Tools,631.54,2016
09/10/16,Consumer,West,Tools,150.42,2016
09/10/16,Consumer,West,Tools,43.34,2016
09/11/16,Consumer,East,Materials,15.21,2016
09/11/16,Consumer,West,Materials,55.41,2016
09/11/16,Home Builder,Mid-Town,Tools,15.29,2016
09/12/16,Consumer,Mid-Town,Appliances,755.96,2016
09/12/16,Contractor,South,Appliances,545.66,2016
09/12/16,Home Builder,East,Materials,59.53,2016
09/12/16,Home Builder,East,Materials,6.92,2016
09/12/16,Home Builder,South,Materials,67.58,2016
09/12/16,Consumer,West,Materials,7.40,2016
09/12/16,Consumer,West,Materials,14.54,2016
09/12/16,Consumer,West,Materials,85.26,2016
09/12/16,Consumer,West,Materials,42.40,2016
09/12/16,Consumer,West,Materials,276.83,2016
09/12/16,Consumer,Mid-Town,Tools,303.94,2016
09/13/16,Consumer,West,Appliances,3347.58,2016
09/13/16,Contractor,East,Appliances,729.23,2016
09/13/16,Consumer,South,Appliances,1600.16,2016
09/13/16,Consumer,Mid-Town,Appliances,240.48,2016
09/13/16,Consumer,West,Materials,7.85,2016
09/13/16,Contractor,East,Materials,8.57,2016
09/13/16,Home Builder,East,Materials,22.50,2016
09/13/16,Home Builder,East,Materials,37.57,2016
09/13/16,Consumer,South,Materials,11.30,2016
09/13/16,Consumer,West,Materials,346.26,2016
09/13/16,Consumer,West,Materials,42.66,2016
09/13/16,Consumer,Mid-Town,Materials,6.18,2016
09/13/16,Consumer,Mid-Town,Materials,1.93,2016
09/13/16,Contractor,West,Materials,3.24,2016
09/13/16,Contractor,West,Materials,20.84,2016
09/13/16,Contractor,West,Materials,9.64,2016
09/13/16,Consumer,Mid-Town,Materials,101.56,2016
09/14/16,Contractor,South,Materials,20.94,2016
09/14/16,Home Builder,West,Appliances,147.05,2016
09/14/16,Contractor,West,Materials,6.47,2016
09/14/16,Consumer,West,Materials,10.75,2016
09/14/16,Consumer,West,Materials,11.33,2016
09/14/16,Consumer,West,Materials,20.91,2016
09/14/16,Contractor,South,Materials,11.55,2016
09/14/16,Contractor,South,Materials,68.02,2016
09/14/16,Contractor,Mid-Town,Materials,71.95,2016
09/14/16,Contractor,West,Tools,15.26,2016
09/14/16,Contractor,West,Tools,467.05,2016
09/14/16,Contractor,West,Tools,15.49,2016
09/14/16,Contractor,South,Tools,1059.40,2016
09/14/16,Home Builder,West,Tools,83.21,2016
09/14/16,Contractor,East,Tools,40.55,2016
09/15/16,Consumer,Mid-Town,Appliances,150.18,2016
09/15/16,Consumer,Mid-Town,Materials,32.07,2016
09/15/16,Consumer,Mid-Town,Materials,40.82,2016
09/15/16,Consumer,Mid-Town,Materials,14.45,2016
09/15/16,Consumer,Mid-Town,Materials,17.41,2016
09/15/16,Consumer,Mid-Town,Materials,17.63,2016
09/15/16,Consumer,Mid-Town,Materials,385.56,2016
09/15/16,Consumer,Mid-Town,Materials,18.35,2016
09/15/16,Consumer,Mid-Town,Materials,399.20,2016
09/15/16,Consumer,Mid-Town,Tools,1389.90,2016
09/16/16,Consumer,East,Appliances,438.09,2016
09/16/16,Home Builder,South,Materials,26.16,2016
09/16/16,Consumer,East,Materials,673.78,2016
09/17/16,Consumer,East,Materials,5.62,2016
09/17/16,Contractor,East,Materials,841.80,2016
09/17/16,Consumer,West,Materials,21.61,2016
09/17/16,Consumer,West,Materials,51.10,2016
09/17/16,Contractor,West,Materials,20.62,2016
09/17/16,Consumer,West,Materials,35.45,2016
09/17/16,Contractor,West,Tools,1184.81,2016
09/18/16,Home Builder,West,Materials,13.48,2016
09/18/16,Contractor,West,Materials,17.58,2016
09/18/16,Contractor,West,Tools,274.00,2016
09/18/16,Home Builder,South,Tools,130.30,2016
09/19/16,Contractor,West,Materials,73.70,2016
09/19/16,Consumer,South,Appliances,396.21,2016
09/19/16,Contractor,East,Appliances,438.06,2016
09/19/16,Home Builder,West,Appliances,105.79,2016
09/19/16,Contractor,West,Materials,20.31,2016
09/19/16,Contractor,West,Materials,6.76,2016
09/19/16,Consumer,East,Materials,248.67,2016
09/19/16,Contractor,Mid-Town,Materials,33.45,2016
09/19/16,Consumer,East,Materials,304.26,2016
09/19/16,Home Builder,West,Materials,12.55,2016
09/19/16,Contractor,East,Tools,109.72,2016
09/19/16,Home Builder,West,Electrical,114.13,2016
09/19/16,Consumer,East,Landscaping,14.84,2016
09/19/16,Consumer,East,Tools,195.66,2016
09/20/16,Consumer,West,Appliances,240.19,2016
09/20/16,Consumer,East,Materials,4.90,2016
09/20/16,Consumer,South,Materials,13.13,2016
09/20/16,Consumer,South,Materials,900.31,2016
09/20/16,Consumer,East,Materials,2.81,2016
09/20/16,Consumer,South,Materials,3.28,2016
09/20/16,Contractor,West,Materials,383.67,2016
09/20/16,Contractor,South,Tools,383.65,2016
09/20/16,Consumer,South,Tools,351.10,2016
09/20/16,Consumer,East,Tools,5.73,2016
09/20/16,Consumer,East,Tools,100.37,2016
09/20/16,Consumer,East,Tools,632.02,2016
09/20/16,Consumer,East,Tools,60.93,2016
09/20/16,Contractor,West,Tools,817.60,2016
09/20/16,Contractor,West,Tools,947.51,2016
09/21/16,Consumer,South,Appliances,250.02,2016
09/21/16,Home Builder,Mid-Town,Materials,2.54,2016
09/21/16,Home Builder,East,Materials,1718.67,2016
09/21/16,Home Builder,East,Materials,17.21,2016
09/21/16,Home Builder,East,Materials,52.01,2016
09/21/16,Consumer,West,Materials,159.93,2016
09/21/16,Home Builder,East,Materials,25.49,2016
09/21/16,Home Builder,East,Materials,28.16,2016
09/21/16,Consumer,South,Materials,5.14,2016
09/21/16,Home Builder,West,Materials,12.03,2016
09/21/16,Home Builder,West,Materials,6.29,2016
09/21/16,Consumer,East,Materials,69.76,2016
09/21/16,Contractor,West,Materials,9.00,2016
09/21/16,Home Builder,Mid-Town,Tools,701.42,2016
09/21/16,Home Builder,East,Tools,872.53,2016
09/21/16,Home Builder,East,Tools,25.84,2016
09/22/16,Contractor,West,Materials,65.86,2016
09/22/16,Contractor,West,Materials,272.03,2016
09/22/16,Contractor,West,Materials,11.84,2016
09/22/16,Contractor,West,Materials,77.57,2016
09/22/16,Contractor,West,Materials,48.87,2016
09/22/16,Consumer,East,Materials,393.32,2016
09/22/16,Consumer,Mid-Town,Materials,83.91,2016
09/22/16,Contractor,South,Tools,17.30,2016
09/22/16,Contractor,South,Tools,98.51,2016
09/22/16,Home Builder,West,Tools,170.44,2016
09/24/16,Contractor,South,Materials,64.18,2016
09/24/16,Consumer,Mid-Town,Materials,98.19,2016
09/24/16,Contractor,South,Materials,40.99,2016
09/24/16,Consumer,East,Materials,7.89,2016
09/24/16,Consumer,South,Materials,7.77,2016
09/24/16,Consumer,South,Materials,16.77,2016
09/24/16,Home Builder,East,Materials,16.57,2016
09/24/16,Home Builder,East,Materials,128.36,2016
09/24/16,Consumer,Mid-Town,Materials,35.96,2016
09/24/16,Home Builder,East,Materials,66.53,2016
09/24/16,Consumer,Mid-Town,Materials,35.82,2016
09/24/16,Home Builder,South,Electrical,13.49,2016
09/24/16,Contractor,West,Tools,69.12,2016
09/24/16,Contractor,Mid-Town,Electrical,19.24,2016
09/25/16,Contractor,East,Materials,5.11,2016
09/25/16,Consumer,South,Materials,118.46,2016
09/25/16,Contractor,West,Materials,13.82,2016
09/25/16,Contractor,West,Materials,4.31,2016
09/25/16,Contractor,West,Materials,19.47,2016
09/25/16,Home Builder,East,Materials,10.60,2016
09/25/16,Home Builder,East,Materials,11.97,2016
09/25/16,Home Builder,East,Materials,12.69,2016
09/25/16,Contractor,West,Materials,13.88,2016
09/25/16,Contractor,East,Tools,543.36,2016
09/25/16,Consumer,South,Tools,369.21,2016
09/25/16,Home Builder,East,Tools,28.56,2016
09/25/16,Contractor,West,Tools,184.96,2016
09/26/16,Contractor,West,Materials,44.06,2016
09/26/16,Contractor,West,Materials,41.91,2016
09/26/16,Home Builder,West,Materials,531.50,2016
09/26/16,Consumer,Mid-Town,Materials,6.57,2016
09/26/16,Consumer,Mid-Town,Materials,6.50,2016
09/26/16,Contractor,Mid-Town,Materials,442.58,2016
09/26/16,Contractor,West,Materials,326.24,2016
09/26/16,Consumer,East,Tools,156.93,2016
09/26/16,Contractor,West,Tools,63.25,2016
09/26/16,Home Builder,West,Tools,21.87,2016
09/26/16,Consumer,Mid-Town,Tools,128.28,2016
09/26/16,Contractor,West,Tools,585.77,2016
09/27/16,Contractor,Mid-Town,Appliances,509.95,2016
09/27/16,Consumer,West,Appliances,480.10,2016
09/27/16,Consumer,West,Materials,45.02,2016
09/27/16,Contractor,Mid-Town,Materials,16.57,2016
09/27/16,Contractor,West,Materials,60.13,2016
09/27/16,Contractor,West,Materials,5.07,2016
09/27/16,Consumer,West,Materials,16.77,2016
09/27/16,Contractor,Mid-Town,Materials,3.16,2016
09/27/16,Consumer,East,Materials,286.31,2016
09/27/16,Consumer,East,Materials,24.45,2016
09/27/16,Consumer,East,Materials,341.48,2016
09/27/16,Consumer,West,Materials,11.11,2016
09/27/16,Consumer,West,Materials,29.84,2016
09/27/16,Consumer,West,Materials,5.19,2016
09/27/16,Consumer,West,Materials,6.02,2016
09/27/16,Consumer,West,Tools,420.69,2016
09/27/16,Contractor,Mid-Town,Tools,216.10,2016
09/27/16,Contractor,Mid-Town,Electrical,69.33,2016
09/27/16,Contractor,West,Tools,477.79,2016
09/27/16,Consumer,West,Tools,483.35,2016
09/28/16,Home Builder,West,Appliances,107.00,2016
09/28/16,Home Builder,South,Appliances,449.26,2016
09/28/16,Consumer,Mid-Town,Materials,9.01,2016
09/28/16,Home Builder,West,Materials,237.09,2016
09/28/16,Home Builder,West,Materials,30.02,2016
09/28/16,Contractor,Mid-Town,Materials,10.20,2016
09/28/16,Consumer,West,Materials,51.71,2016
09/28/16,Consumer,West,Materials,8.04,2016
09/28/16,Consumer,West,Materials,35.73,2016
09/28/16,Consumer,West,Materials,30.00,2016
09/28/16,Contractor,West,Materials,13.17,2016
09/28/16,Consumer,Mid-Town,Materials,15.90,2016
09/28/16,Contractor,Mid-Town,Materials,93.11,2016
09/28/16,Contractor,Mid-Town,Materials,7.16,2016
09/28/16,Consumer,Mid-Town,Tools,747.61,2016
09/28/16,Contractor,West,Tools,425.20,2016
09/28/16,Contractor,Mid-Town,Tools,455.02,2016
09/29/16,Consumer,West,Appliances,1001.86,2016
09/29/16,Contractor,East,Materials,2.99,2016
09/29/16,Consumer,South,Materials,18.18,2016
09/29/16,Consumer,South,Materials,14.10,2016
09/29/16,Contractor,Mid-Town,Tools,956.68,2016
09/30/16,Contractor,Mid-Town,Materials,99.47,2016
10/01/16,Consumer,South,Appliances,220.47,2016
10/01/16,Contractor,West,Appliances,876.38,2016
10/01/16,Consumer,West,Materials,36.31,2016
10/01/16,Contractor,East,Materials,16.17,2016
10/01/16,Home Builder,Mid-Town,Materials,41.12,2016
10/01/16,Consumer,West,Materials,19.16,2016
10/01/16,Consumer,South,Materials,63.15,2016
10/01/16,Consumer,South,Materials,26.16,2016
10/01/16,Consumer,West,Materials,28.06,2016
10/01/16,Contractor,West,Materials,10.52,2016
10/02/16,Consumer,Mid-Town,Materials,2.06,2016
10/02/16,Consumer,East,Tools,529.16,2016
10/03/16,Consumer,Mid-Town,Materials,70.13,2016
10/03/16,Consumer,Mid-Town,Materials,82.69,2016
10/03/16,Consumer,Mid-Town,Materials,30.34,2016
10/03/16,Consumer,South,Materials,5.44,2016
10/03/16,Consumer,South,Materials,31.21,2016
10/03/16,Consumer,West,Tools,194.87,2016
10/03/16,Consumer,Mid-Town,Tools,43.11,2016
10/03/16,Consumer,East,Tools,343.81,2016
10/04/16,Contractor,Mid-Town,Appliances,18374.95,2016
10/04/16,Contractor,East,Materials,61.54,2016
10/04/16,Consumer,West,Landscaping,54.81,2016
10/04/16,Contractor,Mid-Town,Materials,32.80,2016
10/04/16,Contractor,Mid-Town,Materials,736.19,2016
10/04/16,Contractor,Mid-Town,Electrical,34.61,2016
10/04/16,Contractor,Mid-Town,Materials,34.17,2016
10/05/16,Consumer,Mid-Town,Materials,15.80,2016
10/05/16,Home Builder,West,Materials,6.59,2016
10/05/16,Home Builder,West,Materials,9.16,2016
10/05/16,Home Builder,West,Materials,98.80,2016
10/05/16,Consumer,East,Tools,599.50,2016
10/05/16,Contractor,Mid-Town,Tools,39.22,2016
10/05/16,Home Builder,West,Tools,951.74,2016
10/06/16,Home Builder,East,Appliances,5399.99,2016
10/06/16,Contractor,South,Materials,56.37,2016
10/06/16,Consumer,Mid-Town,Materials,59.77,2016
10/06/16,Home Builder,East,Materials,30.45,2016
10/06/16,Home Builder,East,Materials,119.15,2016
10/06/16,Consumer,East,Tools,244.16,2016
10/06/16,Contractor,South,Tools,11.68,2016
10/08/16,Home Builder,West,Appliances,731.86,2016
10/08/16,Home Builder,West,Materials,71.36,2016
10/08/16,Consumer,Mid-Town,Materials,28.95,2016
10/08/16,Home Builder,West,Materials,19.16,2016
10/08/16,Home Builder,West,Materials,12.10,2016
10/09/16,Contractor,West,Appliances,837.83,2016
10/09/16,Consumer,West,Materials,27.52,2016
10/09/16,Consumer,West,Materials,10.82,2016
10/09/16,Home Builder,East,Materials,5.14,2016
10/09/16,Consumer,West,Materials,93.41,2016
10/10/16,Consumer,West,Materials,62.17,2016
10/10/16,Home Builder,Mid-Town,Materials,63.15,2016
10/10/16,Consumer,South,Materials,387.74,2016
10/10/16,Contractor,Mid-Town,Tools,55.33,2016
10/11/16,Contractor,East,Materials,24.00,2016
10/11/16,Contractor,East,Materials,19.19,2016
10/11/16,Home Builder,West,Materials,1.43,2016
10/11/16,Contractor,East,Tools,332.91,2016
10/11/16,Home Builder,West,Tools,172.96,2016
10/12/16,Contractor,West,Materials,16.31,2016
10/12/16,Contractor,South,Materials,20.68,2016
10/12/16,Contractor,South,Materials,4.15,2016
10/12/16,Consumer,Mid-Town,Materials,17.21,2016
10/12/16,Contractor,West,Tools,90.90,2016
10/12/16,Contractor,West,Tools,125.62,2016
10/12/16,Consumer,Mid-Town,Tools,14.14,2016
10/13/16,Consumer,Mid-Town,Materials,5.57,2016
10/13/16,Consumer,Mid-Town,Materials,28.55,2016
10/15/16,Consumer,Mid-Town,Appliances,201.57,2016
10/15/16,Consumer,West,Materials,20.32,2016
10/15/16,Consumer,West,Materials,35.70,2016
10/15/16,Consumer,West,Materials,11.73,2016
10/15/16,Consumer,West,Materials,4.35,2016
10/15/16,Consumer,West,Materials,76.28,2016
10/15/16,Consumer,West,Materials,65.95,2016
10/15/16,Consumer,Mid-Town,Materials,8.50,2016
10/15/16,Consumer,Mid-Town,Materials,16.08,2016
10/15/16,Consumer,Mid-Town,Materials,6.41,2016
10/15/16,Contractor,East,Materials,34.94,2016
10/15/16,Contractor,East,Materials,100.08,2016
10/15/16,Contractor,East,Materials,38.06,2016
10/15/16,Contractor,East,Materials,25.18,2016
10/15/16,Consumer,West,Tools,43.17,2016
10/15/16,Contractor,West,Tools,756.55,2016
10/15/16,Contractor,West,Tools,26.71,2016
10/15/16,Consumer,Mid-Town,Tools,140.16,2016
10/15/16,Contractor,East,Tools,82.52,2016
10/16/16,Contractor,West,Appliances,178.77,2016
10/16/16,Consumer,South,Materials,23.39,2016
10/16/16,Contractor,East,Appliances,1091.98,2016
10/16/16,Consumer,Mid-Town,Appliances,1666.25,2016
10/16/16,Consumer,South,Materials,93.04,2016
10/16/16,Consumer,South,Materials,13.02,2016
10/16/16,Consumer,South,Materials,36.41,2016
10/16/16,Consumer,South,Materials,41.89,2016
10/16/16,Contractor,East,Materials,112.19,2016
10/16/16,Consumer,South,Tools,102.82,2016
10/17/16,Home Builder,Mid-Town,Materials,5.67,2016
10/17/16,Home Builder,West,Materials,45.76,2016
10/17/16,Home Builder,West,Materials,60.17,2016
10/17/16,Home Builder,West,Materials,41.95,2016
10/17/16,Home Builder,West,Materials,73.75,2016
10/17/16,Home Builder,Mid-Town,Materials,20.21,2016
10/17/16,Home Builder,Mid-Town,Materials,29.54,2016
10/17/16,Home Builder,Mid-Town,Materials,868.64,2016
10/17/16,Home Builder,Mid-Town,Materials,13.19,2016
10/17/16,Home Builder,Mid-Town,Materials,121.62,2016
10/17/16,Contractor,South,Materials,233.17,2016
10/17/16,Contractor,South,Materials,66.87,2016
10/17/16,Contractor,South,Materials,43.36,2016
10/18/16,Contractor,East,Tools,147.87,2016
10/19/16,Home Builder,Mid-Town,Appliances,450.18,2016
10/19/16,Home Builder,West,Materials,18.21,2016
10/19/16,Home Builder,Mid-Town,Materials,1927.71,2016
10/19/16,Consumer,East,Materials,316.19,2016
10/19/16,Home Builder,West,Tools,120.88,2016
10/19/16,Consumer,East,Electrical,121.24,2016
10/20/16,Consumer,West,Tools,320.24,2016
10/22/16,Consumer,Mid-Town,Appliances,130.73,2016
10/22/16,Consumer,Mid-Town,Appliances,205.42,2016
10/22/16,Consumer,East,Materials,7.36,2016
10/22/16,Consumer,Mid-Town,Materials,51.23,2016
10/22/16,Consumer,Mid-Town,Materials,25.58,2016
10/22/16,Consumer,Mid-Town,Materials,21.07,2016
10/22/16,Contractor,West,Materials,19.32,2016
10/22/16,Consumer,Mid-Town,Tools,56.79,2016
10/22/16,Home Builder,South,Tools,61.33,2016
10/22/16,Contractor,West,Tools,387.19,2016
10/23/16,Consumer,East,Appliances,102.09,2016
10/23/16,Consumer,East,Appliances,235.43,2016
10/23/16,Consumer,Mid-Town,Appliances,109.26,2016
10/23/16,Contractor,East,Materials,24.82,2016
10/23/16,Contractor,East,Materials,7.43,2016
10/23/16,Contractor,East,Materials,110.03,2016
10/23/16,Consumer,West,Materials,22.97,2016
10/23/16,Consumer,West,Materials,154.65,2016
10/23/16,Contractor,East,Materials,8.00,2016
10/23/16,Home Builder,West,Materials,121.15,2016
10/23/16,Home Builder,West,Materials,36.24,2016
10/23/16,Home Builder,West,Materials,4762.77,2016
10/23/16,Consumer,South,Materials,111.88,2016
10/23/16,Consumer,West,Materials,12.44,2016
10/23/16,Consumer,West,Materials,351.15,2016
10/23/16,Home Builder,South,Materials,28.96,2016
10/23/16,Contractor,East,Tools,1044.13,2016
10/23/16,Contractor,East,Tools,707.46,2016
10/23/16,Consumer,West,Tools,242.26,2016
10/23/16,Consumer,West,Tools,20.19,2016
10/23/16,Home Builder,South,Tools,45.83,2016
10/24/16,Consumer,West,Materials,7.15,2016
10/24/16,Consumer,West,Materials,8.42,2016
10/24/16,Home Builder,Mid-Town,Tools,31.50,2016
10/24/16,Consumer,South,Tools,39.97,2016
10/24/16,Consumer,West,Tools,107.04,2016
10/25/16,Home Builder,East,Materials,383.19,2016
10/25/16,Contractor,Mid-Town,Materials,55.03,2016
10/25/16,Home Builder,West,Materials,17.73,2016
10/25/16,Contractor,Mid-Town,Tools,16.42,2016
10/26/16,Contractor,West,Appliances,105.00,2016
10/26/16,Contractor,West,Appliances,360.19,2016
10/26/16,Home Builder,South,Appliances,242.38,2016
10/26/16,Consumer,West,Appliances,207.99,2016
10/26/16,Home Builder,West,Appliances,459.00,2016
10/26/16,Contractor,Mid-Town,Materials,15.67,2016
10/27/16,Contractor,South,Appliances,823.16,2016
10/29/16,Contractor,West,Materials,46.99,2016
10/29/16,Contractor,West,Materials,25.28,2016
10/29/16,Home Builder,West,Materials,69.82,2016
10/29/16,Consumer,East,Landscaping,42.70,2016
10/29/16,Consumer,East,Materials,33.69,2016
10/29/16,Consumer,East,Materials,9.97,2016
10/29/16,Consumer,East,Electrical,42.21,2016
10/29/16,Consumer,South,Tools,302.62,2016
10/29/16,Consumer,East,Tools,431.92,2016
10/30/16,Consumer,West,Appliances,302.46,2016
10/30/16,Consumer,West,Materials,93.11,2016
10/30/16,Contractor,East,Materials,32.63,2016
10/30/16,Contractor,East,Materials,1114.95,2016
10/30/16,Contractor,East,Materials,56.93,2016
10/30/16,Contractor,East,Materials,14.85,2016
10/30/16,Contractor,West,Materials,51.01,2016
10/30/16,Contractor,West,Materials,49.77,2016
10/30/16,Consumer,South,Materials,37.64,2016
10/30/16,Contractor,South,Materials,17.74,2016
10/30/16,Consumer,South,Materials,38.24,2016
10/30/16,Consumer,East,Materials,12.49,2016
10/30/16,Contractor,East,Tools,79.15,2016
10/30/16,Consumer,South,Tools,50.35,2016
10/30/16,Consumer,South,Tools,64.21,2016
10/30/16,Consumer,South,Tools,165.26,2016
10/30/16,Contractor,East,Tools,757.01,2016
10/31/16,Contractor,East,Materials,40.97,2016
10/31/16,Contractor,East,Materials,12.02,2016
10/31/16,Consumer,West,Materials,12.00,2016
10/31/16,Consumer,Mid-Town,Tools,67.21,2016
11/01/16,Consumer,Mid-Town,Materials,11.73,2016
11/01/16,Contractor,East,Materials,29.08,2016
11/01/16,Contractor,East,Materials,115.05,2016
11/01/16,Consumer,West,Materials,3.66,2016
11/02/16,Contractor,West,Materials,1161.40,2016
11/02/16,Consumer,South,Materials,32.30,2016
11/02/16,Contractor,Mid-Town,Materials,22.17,2016
11/02/16,Contractor,Mid-Town,Materials,12.60,2016
11/02/16,Contractor,Mid-Town,Materials,333.06,2016
11/02/16,Consumer,East,Tools,512.55,2016
11/02/16,Contractor,Mid-Town,Tools,369.21,2016
11/02/16,Contractor,West,Tools,1474.12,2016
11/03/16,Home Builder,South,Materials,21.87,2016
11/03/16,Consumer,Mid-Town,Materials,68.16,2016
11/03/16,Home Builder,South,Materials,251.84,2016
11/03/16,Contractor,Mid-Town,Materials,119.49,2016
11/05/16,Consumer,West,Materials,83.16,2016
11/05/16,Consumer,West,Appliances,180.09,2016
11/05/16,Home Builder,East,Materials,72.08,2016
11/05/16,Consumer,Mid-Town,Materials,76.20,2016
11/05/16,Consumer,Mid-Town,Materials,27.45,2016
11/05/16,Consumer,West,Materials,9.15,2016
11/05/16,Consumer,West,Materials,87.83,2016
11/05/16,Consumer,West,Materials,1101.76,2016
11/05/16,Consumer,South,Materials,20.21,2016
11/05/16,Consumer,South,Materials,8.30,2016
11/05/16,Consumer,South,Electrical,8.84,2016
11/05/16,Consumer,West,Materials,15.41,2016
11/05/16,Consumer,West,Electrical,45.49,2016
11/05/16,Consumer,West,Materials,43.79,2016
11/05/16,Consumer,West,Materials,116.52,2016
11/05/16,Consumer,West,Materials,9.51,2016
11/05/16,Consumer,West,Materials,19.56,2016
11/05/16,Consumer,West,Materials,314.83,2016
11/05/16,Contractor,Mid-Town,Materials,9.49,2016
11/05/16,Consumer,West,Materials,4.49,2016
11/05/16,Consumer,West,Tools,217.82,2016
11/05/16,Consumer,South,Tools,25.79,2016
11/05/16,Consumer,South,Tools,885.09,2016
11/05/16,Home Builder,East,Tools,470.21,2016
11/06/16,Consumer,West,Appliances,686.61,2016
11/06/16,Consumer,South,Materials,10.85,2016
11/06/16,Consumer,West,Materials,194.73,2016
11/06/16,Contractor,West,Materials,17.91,2016
11/06/16,Contractor,West,Materials,48.02,2016
11/06/16,Contractor,West,Materials,629.26,2016
11/06/16,Contractor,West,Materials,15.23,2016
11/06/16,Home Builder,West,Materials,8.10,2016
11/06/16,Home Builder,West,Materials,4.39,2016
11/06/16,Home Builder,West,Materials,38.93,2016
11/06/16,Contractor,South,Materials,45.58,2016
11/06/16,Contractor,South,Materials,185.45,2016
11/06/16,Contractor,West,Tools,209.90,2016
11/06/16,Consumer,West,Tools,40.97,2016
11/06/16,Contractor,West,Tools,104.88,2016
11/06/16,Contractor,West,Tools,650.40,2016
11/06/16,Contractor,South,Tools,50.60,2016
11/06/16,Contractor,South,Tools,876.40,2016
11/06/16,Consumer,Mid-Town,Tools,11.59,2016
11/06/16,Consumer,Mid-Town,Tools,66.44,2016
11/07/16,Contractor,East,Materials,24.71,2016
11/07/16,Consumer,Mid-Town,Appliances,180.56,2016
11/07/16,Consumer,West,Appliances,494.11,2016
11/07/16,Consumer,West,Materials,75.60,2016
11/07/16,Consumer,South,Materials,90.07,2016
11/07/16,Home Builder,West,Materials,29.41,2016
11/07/16,Consumer,Mid-Town,Materials,3.71,2016
11/07/16,Consumer,Mid-Town,Materials,12.71,2016
11/07/16,Home Builder,Mid-Town,Materials,105.02,2016
11/07/16,Home Builder,Mid-Town,Materials,39.96,2016
11/07/16,Home Builder,Mid-Town,Materials,52.01,2016
11/07/16,Consumer,West,Materials,53.46,2016
11/07/16,Consumer,Mid-Town,Materials,11.92,2016
11/07/16,Consumer,West,Materials,158.37,2016
11/07/16,Consumer,Mid-Town,Tools,923.55,2016
11/07/16,Consumer,Mid-Town,Tools,1023.63,2016
11/07/16,Consumer,West,Electrical,114.10,2016
11/07/16,Consumer,South,Tools,274.29,2016
11/07/16,Consumer,South,Tools,756.87,2016
11/08/16,Contractor,South,Materials,36.18,2016
11/08/16,Contractor,South,Materials,88.85,2016
